participant number,Scenario number,index 1,index 2,dataframe eye,start drive,end drive,initial start eye,initial end eye,lag,new start eye,new end eye,star video,end video,start in,end in,video_path
236,4.0,280,3090,data_eye\236_4.0_5.610148489808064.pkl,2023-08-17 15:29:40.488,2023-08-17 15:30:36.795,2023-08-17 15:23:21,2023-08-17 15:27:50.522809,-373.877852,2023-08-17 15:29:34.877852,2023-08-17 15:34:04.400661,5.610148489808064,61.91714848980806,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T142321Z\scenevideo.mp4
236,4,3333,7239,data_eye\236_4_66.78514848980807.pkl,2023-08-17 15:30:41.663,2023-08-17 15:31:59.921,2023-08-17 15:23:21,2023-08-17 15:27:50.522809,-373.877852,2023-08-17 15:29:34.877852,2023-08-17 15:34:04.400661,66.78514848980807,145.04314848980806,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T142321Z\scenevideo.mp4
236,8.0,7460,13215,data_eye\236_8.0_149.48314848980806.pkl,2023-08-17 15:32:04.361,2023-08-17 15:33:59.665,2023-08-17 15:23:21,2023-08-17 15:27:50.522809,-373.877852,2023-08-17 15:29:34.877852,2023-08-17 15:34:04.400661,149.48314848980806,264.78714848980803,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T142321Z\scenevideo.mp4
237,3.0,266,4250,data_eye\237_3.0_5.32963940008107.pkl,2023-08-17 15:54:02.686,2023-08-17 15:55:22.505,2023-08-17 15:47:45,2023-08-17 15:52:42.964634,-372.356361,2023-08-17 15:53:57.356361,2023-08-17 15:58:55.320995,5.32963940008107,85.14863940008107,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T144745Z\scenevideo.mp4
237,5.0,4487,9032,data_eye\237_5.0_89.90063940008106.pkl,2023-08-17 15:55:27.257,2023-08-17 15:56:58.326,2023-08-17 15:47:45,2023-08-17 15:52:42.964634,-372.356361,2023-08-17 15:53:57.356361,2023-08-17 15:58:55.320995,89.90063940008106,180.96963940008106,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T144745Z\scenevideo.mp4
237,5,9482,14669,data_eye\237_5_189.97863940008108.pkl,2023-08-17 15:57:07.335,2023-08-17 15:58:51.263,2023-08-17 15:47:45,2023-08-17 15:52:42.964634,-372.356361,2023-08-17 15:53:57.356361,2023-08-17 15:58:55.320995,189.97863940008108,293.9066394000811,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T144745Z\scenevideo.mp4
237,4.0,342,3872,data_eye\237_4.0_6.852407441860465.pkl,2023-08-17 16:00:03.443,2023-08-17 16:01:14.160,2023-08-17 15:53:43,2023-08-17 15:56:44.371022,-373.590593,2023-08-17 15:59:56.590593,2023-08-17 16:02:57.961615,6.852407441860465,77.56940744186046,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T145343Z\scenevideo.mp4
237, 8,4141,8918,data_eye\237_ 8_82.96540744186046.pkl,2023-08-17 16:01:19.556,2023-08-17 16:02:55.268,2023-08-17 15:53:43,2023-08-17 15:56:44.371022,-373.590593,2023-08-17 15:59:56.590593,2023-08-17 16:02:57.961615,82.96540744186046,178.67740744186045,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T145343Z\scenevideo.mp4
238,3.0,430,4443,data_eye\238_3.0_8.615579057591624.pkl,2023-08-17 16:23:07.691,2023-08-17 16:24:28.098,2023-08-17 16:16:46,2023-08-17 16:19:57.396092,-373.075421,2023-08-17 16:22:59.075421,2023-08-17 16:26:10.471513,8.615579057591624,89.02257905759163,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T151646Z\scenevideo.mp4
238,5,5264,9534,data_eye\238_5_105.46357905759163.pkl,2023-08-17 16:24:44.539,2023-08-17 16:26:10.100,2023-08-17 16:16:46,2023-08-17 16:19:57.396092,-373.075421,2023-08-17 16:22:59.075421,2023-08-17 16:26:10.471513,105.46357905759163,191.02457905759164,True,True,C:/Users/imucl/Documents/U17CC/data/ETG\20230817T151646Z\scenevideo.mp4
